date,begin,end,isprod
2021-12-13,2021-12-13 22:11:00,2021-12-13 22:20:00,0
2021-12-13,2021-12-13 21:35:00,2021-12-13 22:09:00,2
2021-12-13,2021-12-13 21:32:00,2021-12-13 21:35:00,2
2021-12-13,2021-12-13 21:00:00,2021-12-13 21:32:00,0
2021-12-13,2021-12-13 20:40:00,2021-12-13 21:00:00,2
2021-12-13,2021-12-13 20:07:00,2021-12-13 20:40:00,2
2021-12-13,2021-12-13 19:45:00,2021-12-13 20:07:00,2
2021-12-13,2021-12-13 19:00:00,2021-12-13 19:45:00,1
2021-12-13,2021-12-13 18:40:00,2021-12-13 19:00:00,2
2021-12-13,2021-12-13 18:11:00,2021-12-13 18:40:00,2
2021-12-13,2021-12-13 14:52:00,2021-12-13 18:11:00,1
2021-12-13,2021-12-13 13:51:00,2021-12-13 14:51:00,2
2021-12-13,2021-12-13 09:58:00,2021-12-13 13:51:00,1
2021-12-13,2021-12-13 09:38:00,2021-12-13 09:58:00,2
2021-12-13,2021-12-13 09:28:00,2021-12-13 09:38:00,1
2021-12-13,2021-12-13 09:07:00,2021-12-13 09:28:00,2
2021-12-13,2021-12-13 08:50:00,2021-12-13 09:07:00,2
2021-12-13,2021-12-13 08:26:00,2021-12-13 08:50:00,1
2021-12-13,2021-12-13 08:18:00,2021-12-13 08:25:00,0
2021-12-13,2021-12-13 07:48:00,2021-12-13 08:18:00,2
2021-12-12,2021-12-12 23:00:00,2021-12-12 23:08:00,0
2021-12-12,2021-12-12 22:42:00,2021-12-12 23:00:00,1
2021-12-12,2021-12-12 22:21:00,2021-12-12 22:42:00,1
2021-12-12,2021-12-12 22:11:00,2021-12-12 22:21:00,2
2021-12-12,2021-12-12 21:43:00,2021-12-12 22:11:00,1
2021-12-12,2021-12-12 20:46:00,2021-12-12 21:42:00,0
2021-12-12,2021-12-12 20:23:00,2021-12-12 20:46:00,0
2021-12-12,2021-12-12 20:00:00,2021-12-12 20:23:00,1
2021-12-12,2021-12-12 19:48:00,2021-12-12 20:00:00,0
2021-12-12,2021-12-12 19:30:00,2021-12-12 19:47:00,0
2021-12-12,2021-12-12 18:53:00,2021-12-12 19:30:00,2
2021-12-12,2021-12-12 18:32:00,2021-12-12 18:52:00,2
2021-12-12,2021-12-12 18:08:00,2021-12-12 18:32:00,2
2021-12-12,2021-12-12 17:25:00,2021-12-12 18:08:00,1
2021-12-12,2021-12-12 17:00:00,2021-12-12 17:25:00,0
2021-12-12,2021-12-12 16:51:00,2021-12-12 16:59:00,2
2021-12-12,2021-12-12 16:42:00,2021-12-12 16:51:00,0
2021-12-12,2021-12-12 15:54:00,2021-12-12 16:00:00,0
2021-12-12,2021-12-12 15:08:00,2021-12-12 16:42:00,1
2021-12-12,2021-12-12 14:45:00,2021-12-12 15:54:00,1
2021-12-12,2021-12-12 14:06:00,2021-12-12 14:45:00,1
2021-12-12,2021-12-12 12:20:00,2021-12-12 14:06:00,1
2021-12-12,2021-12-12 12:19:00,2021-12-12 12:20:00,2
2021-12-12,2021-12-12 12:19:00,2021-12-12 12:19:00,1
2021-12-12,2021-12-12 10:34:00,2021-12-12 12:19:00,1
2021-12-12,2021-12-12 10:13:00,2021-12-12 10:34:00,0
2021-12-11,2021-12-11 23:55:00,2021-12-12 00:17:00,0
2021-12-11,2021-12-11 23:46:00,2021-12-11 23:54:00,0
2021-12-11,2021-12-11 23:41:00,2021-12-11 23:46:00,2
2021-12-11,2021-12-11 23:30:00,2021-12-11 23:41:00,1
2021-12-11,2021-12-11 22:58:00,2021-12-11 23:30:00,2
2021-12-11,2021-12-11 18:51:00,2021-12-11 22:58:00,0
2021-12-11,2021-12-11 17:17:00,2021-12-11 17:20:00,1
2021-12-11,2021-12-11 17:17:00,2021-12-11 17:20:00,1
2021-12-11,2021-12-11 17:12:00,2021-12-11 18:51:00,1
2021-12-11,2021-12-11 15:58:00,2021-12-11 17:12:00,0
2021-12-11,2021-12-11 13:09:00,2021-12-11 15:58:00,1
2021-12-11,2021-12-11 12:21:00,2021-12-11 12:31:00,1
2021-12-11,2021-12-11 12:12:00,2021-12-11 12:21:00,2
2021-12-11,2021-12-11 11:57:00,2021-12-11 12:12:00,2
2021-12-11,2021-12-11 11:40:00,2021-12-11 11:57:00,2
2021-12-11,2021-12-11 10:46:00,2021-12-11 11:40:00,1
2021-12-11,2021-12-11 10:10:00,2021-12-11 10:46:00,1
2021-12-11,2021-12-11 09:15:00,2021-12-11 10:10:00,2
2021-12-11,2021-12-11 08:44:00,2021-12-11 09:15:00,2
2021-12-10,2021-12-10 22:20:00,2021-12-11 00:50:00,0
2021-12-10,2021-12-10 21:00:00,2021-12-10 22:20:00,1
2021-12-10,2021-12-10 20:29:00,2021-12-10 22:31:00,0
2021-12-10,2021-12-10 18:29:00,2021-12-10 20:29:00,1
2021-12-10,2021-12-10 18:16:00,2021-12-10 18:29:00,0
2021-12-10,2021-12-10 17:36:00,2021-12-10 18:16:00,0
2021-12-10,2021-12-10 16:25:00,2021-12-10 17:36:00,1
2021-12-10,2021-12-10 16:09:00,2021-12-10 17:25:00,0
2021-12-10,2021-12-10 16:04:00,2021-12-10 16:09:00,1
2021-12-10,2021-12-10 15:38:00,2021-12-10 16:04:00,0
2021-12-10,2021-12-10 15:31:00,2021-12-10 15:38:00,2
2021-12-10,2021-12-10 14:59:00,2021-12-10 15:31:00,2
2021-12-10,2021-12-10 14:37:00,2021-12-10 14:59:00,2
2021-12-10,2021-12-10 14:10:00,2021-12-10 14:37:00,1
2021-12-10,2021-12-10 13:25:00,2021-12-10 14:10:00,1
2021-12-10,2021-12-10 13:08:00,2021-12-10 13:25:00,0
2021-12-10,2021-12-10 13:04:00,2021-12-10 13:08:00,2
2021-12-10,2021-12-10 13:00:00,2021-12-10 13:04:00,1
2021-12-10,2021-12-10 12:47:00,2021-12-10 13:00:00,2
2021-12-10,2021-12-10 12:38:00,2021-12-10 12:47:00,2
2021-12-10,2021-12-10 12:07:00,2021-12-10 12:38:00,2
2021-12-10,2021-12-10 11:46:00,2021-12-10 12:07:00,2
2021-12-10,2021-12-10 10:02:00,2021-12-10 11:46:00,1
2021-12-10,2021-12-10 09:13:00,2021-12-10 10:02:00,2
2021-12-10,2021-12-10 08:40:00,2021-12-10 09:10:00,2
2021-12-10,2021-12-10 00:08:00,2021-12-10 00:23:00,0
2021-12-09,2021-12-09 23:22:00,2021-12-10 00:08:00,1
2021-12-09,2021-12-09 19:49:00,2021-12-09 23:22:00,0
2021-12-09,2021-12-09 19:44:00,2021-12-09 19:49:00,1
2021-12-09,2021-12-09 16:06:00,2021-12-09 19:44:00,0
2021-12-09,2021-12-09 16:06:00,2021-12-09 16:06:00,1
2021-12-09,2021-12-09 15:58:00,2021-12-09 16:03:00,1
2021-12-09,2021-12-09 15:10:00,2021-12-09 15:58:00,0
2021-12-09,2021-12-09 15:00:00,2021-12-09 15:10:00,2
2021-12-09,2021-12-09 14:48:00,2021-12-09 15:00:00,1
2021-12-09,2021-12-09 14:16:00,2021-12-09 14:48:00,2
2021-12-09,2021-12-09 14:03:00,2021-12-09 14:16:00,2
2021-12-09,2021-12-09 11:18:00,2021-12-09 14:03:00,2
2021-12-09,2021-12-09 11:02:00,2021-12-09 11:17:00,1
2021-12-09,2021-12-09 10:56:00,2021-12-09 11:02:00,2
2021-12-09,2021-12-09 10:43:00,2021-12-09 10:56:00,2
2021-12-09,2021-12-09 10:31:00,2021-12-09 10:43:00,2
2021-12-09,2021-12-09 10:06:00,2021-12-09 10:31:00,0
2021-12-09,2021-12-09 00:37:00,2021-12-09 00:44:00,0
2021-12-09,2021-12-09 00:17:00,2021-12-09 00:37:00,2
2021-12-09,2021-12-09 00:17:00,2021-12-09 00:17:00,1
2021-12-08,2021-12-08 23:14:00,2021-12-09 00:17:00,0
2021-12-08,2021-12-08 22:49:00,2021-12-08 23:14:00,0
2021-12-08,2021-12-08 22:41:00,2021-12-08 22:49:00,2
2021-12-08,2021-12-08 22:03:00,2021-12-08 22:41:00,2
2021-12-08,2021-12-08 19:37:00,2021-12-08 22:03:00,0
2021-12-08,2021-12-08 18:46:00,2021-12-08 19:37:00,0
2021-12-08,2021-12-08 17:55:00,2021-12-08 18:46:00,2
2021-12-08,2021-12-08 17:52:00,2021-12-08 17:55:00,2
2021-12-08,2021-12-08 17:39:00,2021-12-08 17:52:00,2
2021-12-08,2021-12-08 17:12:00,2021-12-08 17:39:00,0
2021-12-08,2021-12-08 15:56:00,2021-12-08 17:12:00,1
2021-12-08,2021-12-08 14:45:00,2021-12-08 15:56:00,1
2021-12-08,2021-12-08 14:19:00,2021-12-08 14:45:00,0
2021-12-08,2021-12-08 14:08:00,2021-12-08 14:19:00,2
2021-12-08,2021-12-08 13:51:00,2021-12-08 14:08:00,1
2021-12-08,2021-12-08 12:51:00,2021-12-08 13:51:00,0
2021-12-08,2021-12-08 12:23:00,2021-12-08 12:31:00,2
2021-12-08,2021-12-08 12:12:00,2021-12-08 12:23:00,2
2021-12-08,2021-12-08 11:44:00,2021-12-08 12:12:00,2
2021-12-08,2021-12-08 11:00:00,2021-12-08 11:44:00,2
2021-12-08,2021-12-08 10:51:00,2021-12-08 11:00:00,2
2021-12-08,2021-12-08 10:50:00,2021-12-08 10:50:00,1
2021-12-08,2021-12-08 09:00:00,2021-12-08 10:50:00,1
2021-12-08,2021-12-08 08:50:00,2021-12-08 09:00:00,2
2021-12-08,2021-12-08 08:30:00,2021-12-08 08:50:00,2
2021-12-07,2021-12-07 23:47:00,2021-12-08 00:00:00,0
2021-12-07,2021-12-07 23:27:00,2021-12-07 23:47:00,0
2021-12-07,2021-12-07 22:56:00,2021-12-07 23:27:00,1
2021-12-07,2021-12-07 22:43:00,2021-12-07 22:56:00,0
2021-12-07,2021-12-07 22:28:00,2021-12-07 22:43:00,2
2021-12-07,2021-12-07 22:23:00,2021-12-07 22:28:00,2
2021-12-07,2021-12-07 22:21:00,2021-12-07 22:23:00,1
2021-12-07,2021-12-07 21:00:00,2021-12-07 22:21:00,1
2021-12-07,2021-12-07 20:39:00,2021-12-07 21:00:00,0
2021-12-07,2021-12-07 19:25:00,2021-12-07 20:39:00,1
2021-12-07,2021-12-07 19:10:00,2021-12-07 19:25:00,0
2021-12-07,2021-12-07 18:57:00,2021-12-07 19:08:00,0
2021-12-07,2021-12-07 18:52:00,2021-12-07 18:57:00,1
2021-12-07,2021-12-07 18:46:00,2021-12-07 18:52:00,0
2021-12-07,2021-12-07 18:31:00,2021-12-07 18:45:00,2
2021-12-07,2021-12-07 15:52:00,2021-12-07 18:31:00,1
2021-12-07,2021-12-07 15:27:00,2021-12-07 15:52:00,2
2021-12-07,2021-12-07 15:19:00,2021-12-07 15:27:00,1
2021-12-07,2021-12-07 15:19:00,2021-12-07 15:19:00,1
2021-12-07,2021-12-07 15:09:00,2021-12-07 15:19:00,2
2021-12-07,2021-12-07 14:25:00,2021-12-07 15:09:00,1
2021-12-07,2021-12-07 13:20:00,2021-12-07 14:25:00,1
2021-12-07,2021-12-07 13:16:00,2021-12-07 13:20:00,2
2021-12-07,2021-12-07 12:58:00,2021-12-07 13:16:00,1
2021-12-07,2021-12-07 12:50:00,2021-12-07 12:58:00,0
2021-12-07,2021-12-07 12:40:00,2021-12-07 12:50:00,0
2021-12-07,2021-12-07 12:28:00,2021-12-07 12:40:00,2
2021-12-07,2021-12-07 12:28:00,2021-12-07 12:28:00,0
2021-12-07,2021-12-07 12:00:00,2021-12-07 12:28:00,1
2021-12-07,2021-12-07 11:54:00,2021-12-07 12:00:00,1
2021-12-07,2021-12-07 11:40:00,2021-12-07 11:54:00,2
2021-12-07,2021-12-07 10:32:00,2021-12-07 11:40:00,1
2021-12-07,2021-12-07 09:31:00,2021-12-07 10:32:00,0
2021-12-07,2021-12-07 00:14:00,2021-12-07 00:40:00,0
2021-12-07,2021-12-07 00:09:00,2021-12-07 00:14:00,0
2021-12-06,2021-12-06 23:44:00,2021-12-07 00:09:00,2
2021-12-06,2021-12-06 23:39:00,2021-12-06 23:44:00,2
2021-12-06,2021-12-06 23:04:00,2021-12-06 23:39:00,1
2021-12-06,2021-12-06 23:04:00,2021-12-06 23:04:00,1
2021-12-06,2021-12-06 23:01:00,2021-12-06 23:04:00,1
2021-12-06,2021-12-06 23:01:00,2021-12-06 23:01:00,1
2021-12-06,2021-12-06 22:13:00,2021-12-06 23:00:00,1
2021-12-06,2021-12-06 22:13:00,2021-12-06 22:13:00,0
2021-12-06,2021-12-06 22:09:00,2021-12-06 22:13:00,2
2021-12-06,2021-12-06 21:04:00,2021-12-06 22:02:00,1
2021-12-06,2021-12-06 21:01:00,2021-12-06 21:04:00,1
2021-12-06,2021-12-06 20:45:00,2021-12-06 21:01:00,1
2021-12-06,2021-12-06 20:37:00,2021-12-06 20:45:00,0
2021-12-06,2021-12-06 19:35:00,2021-12-06 20:45:00,0
2021-12-06,2021-12-06 19:10:00,2021-12-06 19:35:00,1
2021-12-06,2021-12-06 18:59:00,2021-12-06 19:10:00,1
2021-12-06,2021-12-06 18:18:00,2021-12-06 18:18:00,1
2021-12-06,2021-12-06 18:18:00,2021-12-06 18:59:00,1
2021-12-06,2021-12-06 18:11:00,2021-12-06 18:18:00,2
2021-12-06,2021-12-06 16:48:00,2021-12-06 18:11:00,2
2021-12-06,2021-12-06 16:28:00,2021-12-06 16:48:00,2
2021-12-06,2021-12-06 16:21:00,2021-12-06 16:28:00,1
2021-12-06,2021-12-06 16:16:00,2021-12-06 16:21:00,0
2021-12-06,2021-12-06 16:01:00,2021-12-06 16:16:00,1
2021-12-06,2021-12-06 15:45:00,2021-12-06 16:01:00,0
2021-12-06,2021-12-06 14:52:00,2021-12-06 15:45:00,1
2021-12-06,2021-12-06 14:20:00,2021-12-06 14:52:00,0
2021-12-06,2021-12-06 13:52:00,2021-12-06 14:20:00,1
2021-12-06,2021-12-06 13:33:00,2021-12-06 13:52:00,0
2021-12-06,2021-12-06 13:05:00,2021-12-06 13:33:00,1
2021-12-06,2021-12-06 12:23:00,2021-12-06 13:05:00,0
2021-12-06,2021-12-06 12:12:00,2021-12-06 12:23:00,1
2021-12-06,2021-12-06 11:00:00,2021-12-06 12:12:00,0
2021-12-06,2021-12-06 11:00:00,2021-12-06 11:00:00,0
2021-12-06,2021-12-06 01:15:00,2021-12-06 01:27:00,1
2021-12-06,2021-12-06 00:14:00,2021-12-06 01:15:00,0
2021-12-05,2021-12-05 23:53:00,2021-12-06 00:14:00,1
2021-12-05,2021-12-05 22:34:00,2021-12-05 23:53:00,1
2021-12-05,2021-12-05 21:25:00,2021-12-05 22:34:00,0
2021-12-05,2021-12-05 20:45:00,2021-12-05 21:25:00,1
2021-12-05,2021-12-05 19:06:00,2021-12-05 20:45:00,0
2021-12-05,2021-12-05 18:52:00,2021-12-05 19:06:00,0
2021-12-05,2021-12-05 18:45:00,2021-12-05 18:52:00,1
2021-12-05,2021-12-05 18:14:00,2021-12-05 18:45:00,2
2021-12-05,2021-12-05 16:48:00,2021-12-05 18:14:00,2
2021-12-05,2021-12-05 13:59:00,2021-12-05 16:48:00,0
2021-12-05,2021-12-05 13:42:00,2021-12-05 13:58:00,2
2021-12-05,2021-12-05 13:35:00,2021-12-05 13:41:00,2
2021-12-05,2021-12-05 12:22:00,2021-12-05 13:35:00,2
2021-12-05,2021-12-05 12:18:00,2021-12-05 12:22:00,2
2021-12-05,2021-12-05 12:15:00,2021-12-05 12:18:00,2
2021-12-05,2021-12-05 11:00:00,2021-12-05 12:15:00,1
2021-12-05,2021-12-05 10:20:00,2021-12-05 11:00:00,2
2021-12-05,2021-12-05 09:40:00,2021-12-05 10:20:00,2
2021-12-05,2021-12-05 00:30:00,2021-12-05 01:08:00,0
2021-12-05,2021-12-05 00:12:00,2021-12-05 00:30:00,0
2021-12-05,2021-12-05 00:00:00,2021-12-05 00:12:00,1
2021-12-04,2021-12-04 23:50:00,2021-12-05 00:00:00,2
2021-12-04,2021-12-04 23:25:00,2021-12-04 23:50:00,1
2021-12-04,2021-12-04 23:25:00,2021-12-04 23:25:00,1
2021-12-04,2021-12-04 22:35:00,2021-12-04 23:25:00,0
2021-12-04,2021-12-04 21:58:00,2021-12-04 22:35:00,0
2021-12-04,2021-12-04 21:41:00,2021-12-04 21:58:00,2
2021-12-04,2021-12-04 20:28:00,2021-12-04 21:40:00,2
2021-12-04,2021-12-04 19:05:00,2021-12-04 20:28:00,0
2021-12-04,2021-12-04 18:32:00,2021-12-04 19:05:00,2
2021-12-04,2021-12-04 18:25:00,2021-12-04 18:31:00,2
2021-12-04,2021-12-04 18:03:00,2021-12-04 18:25:00,2
2021-12-04,2021-12-04 17:49:00,2021-12-04 18:03:00,1
2021-12-04,2021-12-04 16:55:00,2021-12-04 17:49:00,0
2021-12-04,2021-12-04 16:38:00,2021-12-04 16:55:00,1
2021-12-04,2021-12-04 16:31:00,2021-12-04 16:38:00,0
2021-12-04,2021-12-04 16:02:00,2021-12-04 16:31:00,1
2021-12-04,2021-12-04 15:18:00,2021-12-04 16:02:00,0
2021-12-04,2021-12-04 15:06:00,2021-12-04 15:18:00,0
2021-12-04,2021-12-04 15:02:00,2021-12-04 15:06:00,0
2021-12-04,2021-12-04 13:51:00,2021-12-04 15:02:00,2
2021-12-04,2021-12-04 13:45:00,2021-12-04 13:51:00,2
2021-12-04,2021-12-04 13:42:00,2021-12-04 13:45:00,0
2021-12-04,2021-12-04 12:55:00,2021-12-04 13:39:00,2
2021-12-04,2021-12-04 12:48:00,2021-12-04 12:54:00,2
2021-12-04,2021-12-04 12:37:00,2021-12-04 12:48:00,1
2021-12-04,2021-12-04 12:20:00,2021-12-04 12:37:00,1
2021-12-04,2021-12-04 12:15:00,2021-12-04 12:20:00,0
2021-12-04,2021-12-04 12:00:00,2021-12-04 12:15:00,2
2021-12-04,2021-12-04 11:37:00,2021-12-04 12:00:00,2
2021-12-04,2021-12-04 00:21:00,2021-12-04 00:57:00,0
2021-12-04,2021-12-04 00:10:00,2021-12-04 00:20:00,0
2021-12-03,2021-12-03 23:48:00,2021-12-04 00:10:00,1
2021-12-03,2021-12-03 19:25:00,2021-12-03 23:47:00,0
2021-12-03,2021-12-03 18:09:00,2021-12-03 19:25:00,2
2021-12-03,2021-12-03 16:34:00,2021-12-03 18:09:00,1
2021-12-03,2021-12-03 14:58:00,2021-12-03 16:34:00,0
2021-12-03,2021-12-03 14:36:00,2021-12-03 14:58:00,1
2021-12-03,2021-12-03 13:05:00,2021-12-03 14:36:00,1
2021-12-03,2021-12-03 12:52:00,2021-12-03 13:05:00,0
2021-12-03,2021-12-03 12:34:00,2021-12-03 12:52:00,2
2021-12-03,2021-12-03 11:50:00,2021-12-03 12:34:00,1
2021-12-03,2021-12-03 10:54:00,2021-12-03 11:50:00,2
2021-12-03,2021-12-03 10:44:00,2021-12-03 10:54:00,2
2021-12-03,2021-12-03 10:31:00,2021-12-03 10:44:00,2
2021-12-03,2021-12-03 10:13:00,2021-12-03 10:31:00,2
2021-12-02,2021-12-02 23:21:00,2021-12-02 23:54:00,1
2021-12-02,2021-12-02 23:13:00,2021-12-02 23:21:00,2
2021-12-02,2021-12-02 23:05:00,2021-12-02 23:13:00,2
2021-12-02,2021-12-02 21:58:00,2021-12-02 23:05:00,1
2021-12-02,2021-12-02 21:47:00,2021-12-02 21:58:00,1
2021-12-02,2021-12-02 21:09:00,2021-12-02 21:47:00,0
2021-12-02,2021-12-02 21:02:00,2021-12-02 21:09:00,2
2021-12-02,2021-12-02 20:44:00,2021-12-02 21:02:00,2
2021-12-02,2021-12-02 20:43:00,2021-12-02 20:44:00,2
2021-12-02,2021-12-02 19:20:00,2021-12-02 20:43:00,2
2021-12-02,2021-12-02 17:11:00,2021-12-02 19:20:00,1
2021-12-02,2021-12-02 16:33:00,2021-12-02 17:11:00,2
2021-12-02,2021-12-02 16:26:00,2021-12-02 16:33:00,1
2021-12-02,2021-12-02 16:06:00,2021-12-02 16:26:00,1
2021-12-02,2021-12-02 15:52:00,2021-12-02 16:06:00,2
2021-12-02,2021-12-02 15:47:00,2021-12-02 15:52:00,1
2021-12-02,2021-12-02 15:24:00,2021-12-02 15:46:00,1
2021-12-02,2021-12-02 15:24:00,2021-12-02 15:24:00,1
2021-12-02,2021-12-02 15:21:00,2021-12-02 15:24:00,0
2021-12-02,2021-12-02 14:20:00,2021-12-02 15:21:00,1
2021-12-02,2021-12-02 13:51:00,2021-12-02 14:20:00,0
2021-12-02,2021-12-02 12:32:00,2021-12-02 13:50:00,1
2021-12-02,2021-12-02 11:48:00,2021-12-02 12:32:00,0
2021-12-02,2021-12-02 11:27:00,2021-12-02 11:48:00,2
2021-12-02,2021-12-02 09:53:00,2021-12-02 11:25:00,1
2021-12-02,2021-12-02 09:02:00,2021-12-02 09:53:00,2
2021-12-02,2021-12-02 08:55:00,2021-12-02 09:02:00,2
2021-12-02,2021-12-02 08:49:00,2021-12-02 08:55:00,2
2021-12-02,2021-12-02 08:40:00,2021-12-02 08:49:00,2
2021-12-02,2021-12-02 08:20:00,2021-12-02 08:40:00,2
2021-12-02,2021-12-02 01:00:00,2021-12-02 01:16:00,0
2021-12-02,2021-12-02 00:51:00,2021-12-02 00:58:00,2
2021-12-02,2021-12-02 00:43:00,2021-12-02 00:51:00,1
2021-12-02,2021-12-02 00:34:00,2021-12-02 00:43:00,2
2021-12-02,2021-12-02 00:23:00,2021-12-02 00:33:00,1
2021-12-01,2021-12-01 21:45:00,2021-12-01 21:02:00,1
2021-12-01,2021-12-01 21:26:00,2021-12-02 00:22:00,0
2021-12-01,2021-12-01 21:15:00,2021-12-01 21:26:00,0
2021-12-01,2021-12-01 21:05:00,2021-12-01 21:15:00,2
2021-12-01,2021-12-01 21:02:00,2021-12-01 21:05:00,2
2021-12-01,2021-12-01 21:01:00,2021-12-01 21:01:00,0
2021-12-01,2021-12-01 20:40:00,2021-12-01 20:45:00,0
2021-12-01,2021-12-01 20:11:00,2021-12-01 20:40:00,1
2021-12-01,2021-12-01 19:54:00,2021-12-01 20:11:00,0
2021-12-01,2021-12-01 19:47:00,2021-12-01 19:54:00,1
2021-12-01,2021-12-01 19:42:00,2021-12-01 19:47:00,1
2021-12-01,2021-12-01 19:13:00,2021-12-01 19:42:00,1
2021-12-01,2021-12-01 19:04:00,2021-12-01 19:13:00,1
2021-12-01,2021-12-01 18:36:00,2021-12-01 19:03:00,0
2021-12-01,2021-12-01 17:11:00,2021-12-01 19:42:00,1
2021-12-01,2021-12-01 17:04:00,2021-12-01 17:11:00,0
2021-12-01,2021-12-01 16:43:00,2021-12-01 17:03:00,2
2021-12-01,2021-12-01 16:36:00,2021-12-01 16:43:00,2
2021-12-01,2021-12-01 16:27:00,2021-12-01 16:36:00,2
2021-12-01,2021-12-01 16:10:00,2021-12-01 16:24:00,1
2021-12-01,2021-12-01 16:08:00,2021-12-01 16:10:00,0
2021-12-01,2021-12-01 15:48:00,2021-12-01 16:08:00,2
2021-12-01,2021-12-01 15:01:00,2021-12-01 15:47:00,0
2021-12-01,2021-12-01 14:46:00,2021-12-01 15:01:00,1
2021-12-01,2021-12-01 14:18:00,2021-12-01 14:46:00,1
2021-12-01,2021-12-01 14:01:00,2021-12-01 14:18:00,1
2021-12-01,2021-12-01 13:42:00,2021-12-01 14:01:00,1
2021-12-01,2021-12-01 13:08:00,2021-12-01 13:42:00,1
2021-12-01,2021-12-01 12:53:00,2021-12-01 13:08:00,1
2021-12-01,2021-12-01 12:30:00,2021-12-01 12:53:00,1
2021-12-01,2021-12-01 11:56:00,2021-12-01 12:30:00,1
2021-12-01,2021-12-01 11:49:00,2021-12-01 11:56:00,1
2021-12-01,2021-12-01 11:23:00,2021-12-01 11:48:00,2
2021-12-01,2021-12-01 11:13:00,2021-12-01 11:23:00,2
2021-12-01,2021-12-01 00:44:00,2021-12-01 01:12:00,2
2021-12-01,2021-12-01 00:21:00,2021-12-01 00:44:00,2
2021-11-30,2021-11-30 23:50:00,2021-12-01 00:21:00,2
2021-11-30,2021-11-30 22:44:00,2021-11-30 22:50:00,2
2021-11-30,2021-11-30 20:57:00,2021-11-30 22:44:00,1
2021-11-30,2021-11-30 20:47:00,2021-11-30 20:57:00,0
2021-11-30,2021-11-30 20:44:00,2021-11-30 20:47:00,2
2021-11-30,2021-11-30 20:26:00,2021-11-30 20:44:00,1
2021-11-30,2021-11-30 20:15:00,2021-11-30 20:26:00,1
2021-11-30,2021-11-30 19:59:00,2021-11-30 20:15:00,1
2021-11-30,2021-11-30 19:46:00,2021-11-30 19:59:00,0
2021-11-30,2021-11-30 19:04:00,2021-11-30 19:46:00,1
2021-11-30,2021-11-30 19:00:00,2021-11-30 19:04:00,0
2021-11-30,2021-11-30 18:37:00,2021-11-30 18:59:00,1
2021-11-30,2021-11-30 17:20:00,2021-11-30 18:59:00,0
2021-11-30,2021-11-30 17:16:00,2021-11-30 17:20:00,1
2021-11-30,2021-11-30 17:15:00,2021-11-30 17:16:00,0
2021-11-30,2021-11-30 17:03:00,2021-11-30 17:15:00,1
2021-11-30,2021-11-30 15:51:00,2021-11-30 17:02:00,2
2021-11-30,2021-11-30 15:03:00,2021-11-30 15:51:00,2
2021-11-30,2021-11-30 14:49:00,2021-11-30 15:02:00,2
2021-11-30,2021-11-30 13:30:00,2021-11-30 14:48:00,0
2021-11-30,2021-11-30 13:09:00,2021-11-30 13:30:00,2
2021-11-30,2021-11-30 12:53:00,2021-11-30 13:09:00,2
2021-11-30,2021-11-30 12:39:00,2021-11-30 12:52:00,1
2021-11-30,2021-11-30 12:31:00,2021-11-30 12:39:00,0
2021-11-30,2021-11-30 12:29:00,2021-11-30 12:31:00,1
2021-11-30,2021-11-30 12:25:00,2021-11-30 12:29:00,0
2021-11-30,2021-11-30 12:15:00,2021-11-30 12:25:00,0
2021-11-30,2021-11-30 11:59:00,2021-11-30 12:15:00,2
2021-11-30,2021-11-30 11:40:00,2021-11-30 11:59:00,2
2021-11-30,2021-11-30 11:33:00,2021-11-30 11:40:00,2
2021-11-30,2021-11-30 01:39:00,2021-11-30 02:02:00,2
2021-11-30,2021-11-30 01:33:00,2021-11-30 01:39:00,1
2021-11-30,2021-11-30 00:59:00,2021-11-30 01:32:00,1
2021-11-30,2021-11-30 00:14:00,2021-11-30 00:59:00,0
2021-11-29,2021-11-29 23:52:00,2021-11-30 00:14:00,2
2021-11-29,2021-11-29 23:44:00,2021-11-29 23:52:00,2
2021-11-29,2021-11-29 23:04:00,2021-11-29 23:44:00,2
2021-11-29,2021-11-29 20:57:00,2021-11-29 23:04:00,1
2021-11-29,2021-11-29 19:50:00,2021-11-29 20:57:00,1
2021-11-29,2021-11-29 19:45:00,2021-11-29 19:50:00,0
2021-11-29,2021-11-29 19:22:00,2021-11-29 19:45:00,1
2021-11-29,2021-11-29 19:22:00,2021-11-29 19:22:00,1
2021-11-29,2021-11-29 19:08:00,2021-11-29 19:22:00,2
2021-11-29,2021-11-29 18:55:00,2021-11-29 19:08:00,1
2021-11-29,2021-11-29 18:53:00,2021-11-29 18:55:00,0
2021-11-29,2021-11-29 18:50:00,2021-11-29 18:53:00,1
2021-11-29,2021-11-29 18:44:00,2021-11-29 18:50:00,2
2021-11-29,2021-11-29 18:40:00,2021-11-29 18:44:00,2
2021-11-29,2021-11-29 17:40:00,2021-11-29 18:40:00,1
2021-11-29,2021-11-29 17:17:00,2021-11-29 17:40:00,0
2021-11-29,2021-11-29 17:13:00,2021-11-29 17:17:00,1
2021-11-29,2021-11-29 17:11:00,2021-11-29 17:13:00,2
2021-11-29,2021-11-29 16:50:00,2021-11-29 17:10:00,0
2021-11-29,2021-11-29 15:53:00,2021-11-29 16:50:00,1
2021-11-29,2021-11-29 15:47:00,2021-11-29 15:53:00,0
