date,act,dur,isfull,isprod,minutes
2022-05-07,chores,0 days 00:17:00,0,2,17.000000000000004
2022-05-07,eat,0 days 00:24:00,0,2,24.0
2022-05-07,hobby,0 days 00:26:00,1,1,26.0
2022-05-07,leisure,0 days 03:18:00,0,0,198.0
2022-05-07,school,0 days 01:38:00,1,1,98.0
2022-05-07,socio,0 days 05:59:00,0,0,359.0
2022-05-07,sport,0 days 00:36:00,0,1,36.0
2022-05-07,study,0 days 01:49:00,1,1,109.0
2022-05-07,transport,0 days 00:23:00,0,2,23.0
2022-05-08,chores,0 days 01:50:00,0,2,110.0
2022-05-08,eat,0 days 00:21:00,0,2,21.0
2022-05-08,hobby,0 days 01:39:00,1,1,99.0
2022-05-08,leisure,0 days 01:22:00,0,0,82.0
2022-05-08,socio,0 days 02:42:00,0,0,162.0
2022-05-08,sport,0 days 00:54:00,0,1,54.0
2022-05-08,study,0 days 01:03:00,1,1,63.00000000000001
2022-05-08,transport,0 days 00:33:00,0,2,33.00000000000001
2022-05-08,work,0 days 02:28:00,1,1,148.0
2022-05-09,chores,0 days 00:35:00,0,2,35.0
2022-05-09,eat,0 days 01:45:00,0,2,105.0
2022-05-09,hobby,0 days 01:44:00,1,1,104.0
2022-05-09,leisure,0 days 05:45:00,0,0,345.0
2022-05-09,socio,0 days 01:06:00,0,0,66.00000000000001
2022-05-09,sport,0 days 00:22:00,0,1,22.0
2022-05-09,study,0 days 03:32:00,1,1,212.0
2022-05-09,transport,0 days 00:15:00,0,2,15.0
2022-05-10,eat,0 days 00:38:00,0,2,38.0
2022-05-10,leisure,0 days 03:16:00,0,0,196.0
2022-05-10,school,0 days 02:31:00,1,1,151.0
2022-05-10,socio,0 days 03:40:00,0,0,220.0
2022-05-10,transport,0 days 00:58:00,0,2,58.0
2022-05-11,chores,0 days 00:15:00,0,2,15.0
2022-05-11,eat,0 days 00:24:00,0,2,24.0
2022-05-11,hobby,0 days 00:44:00,1,1,44.0
2022-05-11,leisure,0 days 02:12:00,0,0,132.00000000000003
2022-05-11,socio,0 days 02:10:00,0,0,130.00000000000003
2022-05-11,study,0 days 00:08:00,1,1,8.000000000000002
2022-05-11,transport,0 days 01:10:00,0,2,70.0
2022-05-11,work,0 days 06:15:00,1,1,375.0
2022-05-12,chores,0 days 00:33:00,0,2,33.00000000000001
2022-05-12,eat,0 days 00:48:00,0,2,48.0
2022-05-12,leisure,0 days 01:05:00,0,0,65.00000000000001
2022-05-12,school,0 days 01:35:00,1,1,95.0
2022-05-12,socio,0 days 00:44:00,0,0,44.0
2022-05-12,sport,0 days 01:28:00,0,1,88.0
2022-05-12,study,0 days 05:33:00,1,1,333.0
2022-05-12,transport,0 days 01:49:00,0,2,109.0
2022-05-12,work,0 days 09:53:00,1,1,593.0
2022-05-13,chores,0 days 00:25:00,0,2,25.0
2022-05-13,eat,0 days 00:08:00,0,2,8.000000000000002
2022-05-13,leisure,0 days 02:19:00,0,0,139.0
2022-05-13,sleep,0 days 01:10:00,1,0,70.0
2022-05-13,socio,0 days 00:23:00,0,0,23.0
2022-05-13,study,0 days 00:39:00,1,1,39.0
2022-05-13,transport,0 days 01:39:00,0,2,99.0
2022-05-13,work,0 days 07:09:00,1,1,429.0
2022-05-14,leisure,0 days 01:58:00,0,0,118.0
2022-05-14,socio,0 days 08:25:00,0,0,505.00000000000006
2022-05-14,study,0 days 00:08:00,1,1,8.000000000000002
2022-05-14,transport,0 days 00:49:00,0,2,49.0
2022-05-15,leisure,0 days 01:04:00,0,0,64.00000000000001
2022-05-15,socio,0 days 02:57:00,0,0,177.0
2022-05-15,study,0 days 02:37:00,1,1,157.0
2022-05-15,work,0 days 02:09:00,1,1,129.00000000000003
2022-05-16,chores,0 days 01:05:00,0,2,65.00000000000001
2022-05-16,eat,0 days 00:31:00,0,2,31.000000000000004
2022-05-16,leisure,0 days 02:02:00,0,0,122.00000000000001
2022-05-16,school,0 days 01:57:00,1,1,117.0
2022-05-16,study,0 days 00:46:00,1,1,46.0
2022-05-16,transport,0 days 02:19:00,0,2,139.0
2022-05-16,work,0 days 05:59:00,1,1,359.0
2022-05-17,chores,0 days 00:22:00,0,2,22.0
2022-05-17,eat,0 days 00:17:00,0,2,17.000000000000004
2022-05-17,leisure,0 days 05:39:00,0,0,339.0
2022-05-17,school,0 days 03:45:00,1,1,225.0
2022-05-17,socio,0 days 00:37:00,0,0,37.0
2022-05-17,study,0 days 01:12:00,1,1,72.0
2022-05-17,transport,0 days 02:22:00,0,2,142.0
2022-05-17,work,0 days 01:18:00,1,1,78.0
2022-05-18,chores,0 days 00:10:00,0,2,10.0
2022-05-18,eat,0 days 00:43:00,0,2,43.0
2022-05-18,leisure,0 days 01:57:00,0,0,117.0
2022-05-18,socio,0 days 02:34:00,0,0,154.0
2022-05-18,study,0 days 00:21:00,1,1,21.0
2022-05-18,transport,0 days 01:52:00,0,2,112.0
2022-05-18,work,0 days 07:57:00,1,1,477.0
2022-05-19,chores,0 days 00:14:00,0,2,14.0
2022-05-19,eat,0 days 00:46:00,0,2,46.0
2022-05-19,hobby,0 days 00:58:00,1,1,58.0
2022-05-19,leisure,0 days 02:19:00,0,0,139.0
2022-05-19,socio,0 days 02:21:00,0,0,141.0
2022-05-19,sport,0 days 01:13:00,0,1,73.0
2022-05-19,study,0 days 03:05:00,1,1,185.0
2022-05-19,transport,0 days 02:39:00,0,2,159.0
2022-05-19,work,0 days 01:13:00,1,1,73.0
2022-05-20,chores,0 days 00:27:00,0,2,27.0
2022-05-20,eat,0 days 00:26:00,0,2,26.0
2022-05-20,school,0 days 02:29:00,1,1,149.0
2022-05-20,socio,0 days 01:19:00,0,0,79.0
2022-05-20,study,0 days 01:59:00,1,1,119.0
2022-05-20,transport,0 days 00:49:00,0,2,49.0
